"Date","Price","Open","High","Low","Vol.","Change %"
"08/01/2003","375.57","355.48","375.57","375.57","","5.79%"
"07/01/2003","355.00","346.75","355.00","355.00","","2.48%"
"06/01/2003","346.40","362.35","346.40","346.40","","-5.09%"
"05/01/2003","364.98","339.77","364.98","364.98","","7.47%"
"04/01/2003","339.62","337.62","339.62","339.62","","0.63%"
"03/01/2003","337.48","348.62","337.48","337.48","","-3.54%"
"02/01/2003","349.85","368.10","349.85","349.85","","-5.06%"
"01/01/2003","368.48","346.38","368.48","368.48","","6.19%"
"12/01/2002","347.00","318.90","347.00","347.00","","8.76%"
"11/01/2002","319.05","317.75","319.05","319.05","","0.39%"
"10/01/2002","317.80","323.65","317.80","317.80","","-1.84%"
"09/01/2002","323.75","312.65","323.75","323.75","","3.52%"
"08/01/2002","312.75","303.75","312.75","312.75","","3.03%"
"07/01/2002","303.55","314.00","303.55","303.55","","-3.52%"
"06/01/2002","314.62","326.68","314.62","314.62","","-3.65%"
"05/01/2002","326.55","309.25","326.55","326.55","","5.90%"
"04/01/2002","308.35","302.25","308.35","308.35","","1.87%"
"03/01/2002","302.70","296.65","302.70","302.70","","1.94%"
"02/01/2002","296.95","282.75","296.95","296.95","","5.17%"
"01/01/2002","282.35","278.85","282.35","282.35","","1.22%"
"12/01/2001","278.95","274.80","278.95","278.95","","1.66%"
"11/01/2001","274.40","279.55","274.40","274.40","","-1.88%"
"10/01/2001","279.65","291.70","279.65","279.65","","-4.54%"
"09/01/2001","292.95","274.50","292.95","292.95","","6.74%"
"08/01/2001","274.45","266.55","274.45","274.45","","2.85%"
"07/01/2001","266.85","270.80","266.85","266.85","","-1.48%"
"06/01/2001","270.85","265.90","270.85","270.85","","1.80%"
"05/01/2001","266.05","263.85","266.05","266.05","","0.76%"
"04/01/2001","264.05","257.75","264.05","264.05","","2.36%"
"03/01/2001","257.95","267.15","257.95","257.95","","-3.48%"
"02/01/2001","267.25","266.15","267.25","267.25","","0.53%"
"01/01/2001","265.85","272.75","265.85","265.85","","-2.40%"
"12/01/2000","272.40","270.45","272.40","272.40","","0.76%"
"11/01/2000","270.35","265.05","270.35","270.35","","2.00%"
"10/01/2000","265.05","274.25","265.05","265.05","","-3.35%"
"09/01/2000","274.25","277.80","274.25","274.25","","-1.26%"
"08/01/2000","277.75","277.45","277.75","277.75","","0.18%"
"07/01/2000","277.25","289.65","277.25","277.25","","-4.43%"
"06/01/2000","290.10","272.10","290.10","290.10","","6.60%"
"05/01/2000","272.15","273.75","272.15","272.15","","-0.49%"
"04/01/2000","273.50","278.75","273.50","273.50","","-1.95%"
"03/01/2000","278.95","292.00","278.95","278.95","","-4.51%"
"02/01/2000","292.12","283.27","292.12","292.12","","3.14%"
"01/01/2000","283.23","288.38","283.23","283.23","","-1.74%"
"12/01/1999","288.25","291.20","288.25","288.25","","-0.90%"
"11/01/1999","290.88","296.88","290.88","290.88","","-2.81%"
"10/01/1999","299.30","299.00","299.30","299.30","","-0.07%"
"09/01/1999","299.50","256.55","299.50","299.50","","17.20%"
"08/01/1999","255.55","255.95","255.55","255.55","","-0.16%"
"07/01/1999","255.95","262.50","255.95","255.95","","-2.50%"
"06/01/1999","262.50","270.05","262.50","262.50","","-2.90%"
"05/01/1999","270.35","286.25","270.35","270.35","","-5.69%"
"04/01/1999","286.65","280.10","286.65","286.65","","2.36%"
"03/01/1999","280.05","286.90","280.05","280.05","","-2.35%"
"02/01/1999","286.80","286.60","286.80","286.80","","0.16%"
"01/01/1999","286.35","288.55","286.35","286.35","","-0.66%"
"12/01/1998","288.25","293.15","288.25","288.25","","-1.60%"
"11/01/1998","292.95","292.75","292.95","292.95","","0.14%"
"10/01/1998","292.55","296.55","292.55","292.55","","-1.48%"
"09/01/1998","296.95","277.35","296.95","296.95","","7.34%"
"08/01/1998","276.65","286.50","276.65","276.65","","-3.42%"
"07/01/1998","286.45","296.95","286.45","286.45","","-3.54%"
"06/01/1998","296.95","293.10","296.95","296.95","","1.37%"
"05/01/1998","292.95","306.85","292.95","292.95","","-4.47%"
"04/01/1998","306.65","300.95","306.65","306.65","","1.89%"
"03/01/1998","300.95","299.45","300.95","300.95","","0.60%"
"02/01/1998","299.15","302.85","299.15","299.15","","-1.09%"
"01/01/1998","302.45","288.85","302.45","302.45","","4.64%"
"12/01/1997","289.05","297.25","289.05","289.05","","-2.68%"
"11/01/1997","297.00","311.70","297.00","297.00","","-4.64%"
"10/01/1997","311.45","333.65","311.45","311.45","","-6.88%"
"09/01/1997","334.45","324.15","334.45","334.45","","3.18%"
"08/01/1997","324.15","324.65","324.15","324.15","","-0.12%"
"07/01/1997","324.55","333.95","324.55","324.55","","-2.81%"
"06/01/1997","333.95","344.75","333.95","333.95","","-3.10%"
"05/01/1997","344.65","339.55","344.65","344.65","","1.56%"
"04/01/1997","339.35","351.15","339.35","339.35","","-3.36%"
"03/01/1997","351.15","363.75","351.15","351.15","","-3.33%"
"02/01/1997","363.25","344.65","363.25","363.25","","5.49%"
"01/01/1997","344.35","367.95","344.35","344.35","","-6.44%"
"12/01/1996","368.05","371.25","368.05","368.05","","-0.90%"
"11/01/1996","371.40","377.85","371.40","371.40","","-1.73%"
"10/01/1996","377.95","378.45","377.95","377.95","","-0.16%"
"09/01/1996","378.55","386.60","378.55","378.55","","-2.12%"
"08/01/1996","386.75","386.50","386.75","386.75","","-0.08%"
"07/01/1996","387.05","380.25","387.05","387.05","","1.73%"
"06/01/1996","380.45","391.25","380.45","380.45","","-2.70%"
"05/01/1996","391.00","391.65","391.00","391.00","","-0.17%"
"04/01/1996","391.65","395.30","391.65","391.65","","-0.96%"
"03/01/1996","395.45","399.45","395.45","395.45","","-1.08%"
"02/01/1996","399.75","406.15","399.75","399.75","","-1.65%"
"01/01/1996","406.45","387.15","406.45","406.45","","5.00%"
"12/01/1995","387.10","387.25","387.10","387.10","","-0.05%"
"11/01/1995","387.30","382.60","387.30","387.30","","1.24%"
"10/01/1995","382.55","383.20","382.55","382.55","","-0.27%"
"09/01/1995","383.60","382.40","383.60","383.60","","0.30%"
"08/01/1995","382.45","382.60","382.45","382.45","","-0.04%"
"07/01/1995","382.60","384.55","382.60","382.60","","-0.47%"
"06/01/1995","384.40","384.05","384.40","384.40","","0.08%"
"05/01/1995","384.10","386.55","384.10","384.10","","-0.69%"
"04/01/1995","386.75","391.25","386.75","386.75","","-1.02%"
"03/01/1995","390.75","377.25","390.75","390.75","","3.69%"
"02/01/1995","376.85","375.00","376.85","376.85","","0.48%"
"01/01/1995","375.05","383.10","375.05","375.05","","-2.04%"
"12/01/1994","382.85","380.90","382.85","382.85","","0.42%"
"11/01/1994","381.25","383.90","381.25","381.25","","-0.72%"
"10/01/1994","384.00","394.95","384.00","384.00","","-2.75%"
"09/01/1994","394.85","386.25","394.85","394.85","","2.23%"
"08/01/1994","386.25","384.50","386.25","386.25","","0.73%"
"07/01/1994","383.45","386.20","383.45","383.45","","-0.60%"
"06/01/1994","385.75","387.00","385.75","385.75","","-0.28%"
"05/01/1994","386.85","376.85","386.85","386.85","","2.63%"
"04/01/1994","376.95","392.00","376.95","376.95","","-3.80%"
"03/01/1994","391.85","381.55","391.85","391.85","","2.71%"
"02/01/1994","381.50","381.80","381.50","381.50","","-0.20%"
"01/01/1994","382.25","390.80","382.25","382.25","","-2.18%"
"12/01/1993","390.75","370.40","390.75","390.75","","5.48%"
"11/01/1993","370.45","369.00","370.45","370.45","","0.43%"
"10/01/1993","368.85","355.25","368.85","368.85","","3.77%"
"09/01/1993","355.45","372.25","355.45","355.45","","-4.58%"
"08/01/1993","372.50","405.50","372.50","372.50","","-8.49%"
"07/01/1993","407.05","377.15","407.05","407.05","","7.90%"
"06/01/1993","377.25","378.75","377.25","377.25","","-0.46%"
"05/01/1993","379.00","356.00","379.00","379.00","","6.58%"
"04/01/1993","355.60","336.60","355.60","355.60","","5.52%"
"03/01/1993","337.00","328.55","337.00","337.00","","2.60%"
"02/01/1993","328.45","329.95","328.45","328.45","","-0.42%"
"01/01/1993","329.85","332.95","329.85","329.85","","-0.99%"
"12/01/1992","333.15","334.30","333.15","333.15","","-0.42%"
"11/01/1992","334.55","339.65","334.55","334.55","","-1.52%"
"10/01/1992","339.70","348.50","339.70","339.70","","-2.54%"
"09/01/1992","348.55","342.35","348.55","348.55","","1.78%"
"08/01/1992","342.45","358.25","342.45","342.45","","-4.30%"
"07/01/1992","357.85","343.30","357.85","357.85","","4.25%"
"06/01/1992","343.25","336.75","343.25","343.25","","1.99%"
"05/01/1992","336.55","338.65","336.55","336.55","","-0.18%"
"04/01/1992","337.15","345.00","337.15","337.15","","-1.82%"
"03/01/1992","343.40","353.60","343.40","343.40","","-2.75%"
"02/01/1992","353.10","357.80","353.10","353.10","","-1.09%"
"01/01/1992","357.00","354.65","357.00","357.00","","0.76%"
"12/01/1991","354.30","369.10","354.30","354.30","","-3.70%"
"11/01/1991","367.90","358.20","367.90","367.90","","2.78%"
"10/01/1991","357.95","354.55","357.95","357.95","","1.10%"
"09/01/1991","354.05","348.90","354.05","354.05","","1.58%"
"08/01/1991","348.55","365.55","348.55","348.55","","-4.23%"
"07/01/1991","363.95","370.45","363.95","363.95","","-1.17%"
"06/01/1991","368.25","364.25","368.25","368.25","","1.87%"
"05/01/1991","361.50","358.55","361.50","361.50","","1.37%"
